test_idx	train_idx	dist	contribution	query_id	train_protein_id
0	134	0.3302838544833899	43.31075240836578	w1|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w1	RNCMPT00216
0	292	0.3834914255410442	16.759155474298304	w1|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w1	RNCMPT00735
0	281	0.3878543164014163	15.406850870673441	w1|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w1	RNCMPT00713
0	280	0.3898494850745645	14.82064314000282	w1|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w1	RNCMPT00712
0	303	0.4110081675742152	9.702598106659652	w1|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w1	RNCMPT00762
1	165	0.40026535605230407	100.0	w2|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w2	RNCMPT00258
2	196	0.4696038150718347	100.0	w3|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w3	RNCMPT00343
3	234	0.15710568674366676	14.621398511815977	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00461
3	144	0.1780961137603838	12.262985102622398	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00229
3	163	0.2059221658965511	9.38809659543837	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00256
3	236	0.20879020234318846	9.113048727277063	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00464
3	198	0.2300914171997266	7.213754282098985	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00345
3	143	0.24663005278841243	5.923227309049199	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00228
3	294	0.24699409033068997	5.896677230017707	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00741
3	27	0.2959068802722632	3.035933582229539	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00032
3	12	0.29771547142342314	2.9555314406746205	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00014
3	220	0.2990236234118232	2.8984115438069025	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00414
3	245	0.30698081627037355	2.569240907173181	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00475
3	225	0.31067899176542024	2.426634042099227	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00421
3	168	0.3111069899199036	2.410543035234865	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00262
3	104	0.3167344403133322	2.2067556061153315	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00165
3	273	0.3278109118904169	1.8460369986935166	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00689
3	99	0.32842792447883273	1.8274443996901923	w4|source=/public/home/wz/workplace/cursor/modle/jple/rice_rbps.fasta|original=w4	RNCMPT00159
